REQUISITION_NO;LINE_NO;RELEASE_NO;LAST_AUTHORIZED_DATE;WANTED_RECEIPT_DATE;REQUISITIONER_CODE;REQUISITIONER_NAME;NOTE_TEXT;PART_NO;PART_DESCRIPTION;ORIGINAL_QTY;BUY_UNIT_MEAS;FBUY_UNIT_PRICE;SPEC1;SPEC2;SPB_REFERENCE;BUYER_CODE;STATUS
WKP210001272;1;8;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 2485.0;pkk; 26729.0;;OF023;;BUYER11_WKP1;Authorized
WKP210001272;1;7;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 1706.0;pkk; 26729.0;;OF022;;BUYER11_WKP1;Authorized
WKP210001272;1;6;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 2366.0;pkk; 26729.0;;OF020;;BUYER11_WKP1;Authorized
WKP210001272;1;5;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 2086.0;pkk; 26729.0;;OF019;;BUYER11_WKP1;Authorized
WKP210001272;1;4;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 309.0;pkk; 17321.0;;OF017;;BUYER11_WKP1;Authorized
WKP210001272;1;3;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 184.0;pkk; 26729.0;;OF016;;BUYER11_WKP1;Authorized
WKP210001272;1;2;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 706.0;pkk; 26729.0;;OF003;;BUYER11_WKP1;Authorized
WKP210001272;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;SUPLIER SEMENTARA;700011162;TUMBANG POKOK SAWIT TM; 574.0;pkk; 26729.0;;OF002;;BUYER11_WKP1;Authorized
WKP210001273;1;8;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 265.0;pkk; 26729.0;;OG011;;BUYER11_WKP1;Authorized
WKP210001273;1;7;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 30.0;pkk; 26729.0;;OG009;;BUYER11_WKP1;Authorized
WKP210001273;1;6;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 991.0;pkk; 26729.0;;OG007;;BUYER11_WKP1;Authorized
WKP210001273;1;5;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 518.0;pkk; 26729.0;;O6006;;BUYER11_WKP1;Authorized
WKP210001273;1;4;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 77.0;pkk; 17321.0;;OG004;;BUYER11_WKP1;Authorized
WKP210001273;1;3;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 32.0;pkk; 26729.0;;OG003;;BUYER11_WKP1;Authorized
WKP210001273;1;2;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 5.0;pkk; 17321.0;;OG002;;BUYER11_WKP1;Authorized
WKP210001273;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_WKP1;Site - Infrastructure;;700011162;TUMBANG POKOK SAWIT TM; 357.0;pkk; 17321.0;;OG001;;BUYER11_WKP1;Authorized
PLB210002425;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_PLB2;Site - Pabrik;;171084356;BOLT & NUT; 50.0;pcs; 170000.0;"1"" X 14 BAJA";;PLB2/09;BUYER505_HO;Authorized
STN210001178;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST151_STN1;Site - Bibitan;;131000271;GALLANT; 30.0;l; 130000.0;;;462/VIII/2021;BUYER11_STN1;Authorized
SLS210002394;17;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171080102;BOLT & NUT; 300.0;pcs; 12000.0;"3/4"" x 5""";;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;16;2;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171080078;BOLT & NUT; 300.0;pcs; 2900.0;"5/8"" x 2""";;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;16;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171080078;BOLT & NUT; 300.0;pcs; 2900.0;"5/8"" x 2""";;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;15;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171080096;BOLT & NUT; 300.0;pcs; 1650.0;"1/2"" x 2""";;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;14;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171080081;BOLT & NUT; 300.0;pcs; 1300.0;"1/2"" x 1,5""";;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;13;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171080059;BOLT & NUT; 200.0;pcs; 720.0;"3/8"" x 3""";;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;12;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171080079;BOLT & NUT; 200.0;pcs; 868.0;"3/8"" x 2""";;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;11;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171080105;BOLT & NUT; 200.0;pcs; 800.0;"3/8"" x 1""";;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;10;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;MSA;121060124;KAP LAS; 10.0;pcs; 50000.0;;;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;9;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171140050;BUSH COUPLING; 150.0;pcs; 6000.0;(22x40x23) Rubber;;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;8;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171140054;BUSH COUPLING; 150.0;pcs; 2400.0;(15X30x19) Rubber;;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;7;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;KUALITAS SUPER;171920015;SELANG OXIGEN; 100.0;m; 75000.0;Double;;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;6;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;KUALITAS SUPER;171160015;CABLE LAS; 100.0;m; 150000.0;70 mm;;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;5;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;171910015;LEM SILICON RED; 50.0;pcs; 13250.0;-;;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;4;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;111030133;MINYAK ANTI KARAT; 48.0;can; 45000.0;WD 40;;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;3;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;KUALITAS SUPER;121030057;STANG LAS; 15.0;pcs; 250000.0;800 AMP;;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;2;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;RESIBON;111070007;GRINDING DISK CUTTING; 25.0;pcs; 28700.0;"7""";;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
SLS210002394;1;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;RESIBON;111030036;BATU GERINDA POTONG; 25.0;pcs; 56500.0;"16""";;0124/SPB/PBR/SLS1/08;BUYER504_HO;Authorized
PLB210002382;2;1;2021/08/12 00:00:00.000;2021/08/05 00:00:00.000;ST177_PLB2;Site - SHE;PRIORITY;420000419;STIKER; 50.0;lbr; 7000.0;;;PSM;BUYER11_PLB2;Authorized
PLB210002382;1;1;2021/08/12 00:00:00.000;2021/08/05 00:00:00.000;ST177_PLB2;Site - SHE;NOTA PENGANGKUTAN BARANG;111033752;FORM NOTA SURAT JALAN TBS KEMITRAAN; 1.0;Block; 600000.0;;;PSM;BUYER11_PLB2;Authorized
SLS210001487;2;1;2021/08/12 00:00:00.000;2021/05/12 00:00:00.000;ST161_SLS2;Site - Pabrik;;121120091;MILD STEEL PLATE; 7.0;pcs; 2940000.0;8 mm x 4' x 8';;129/PAB-SLS2/V/21;BUYER504_HO;Authorized
SLS210001487;1;1;2021/08/12 00:00:00.000;2021/05/12 00:00:00.000;ST161_SLS2;Site - Pabrik;;121120092;MILD STEEL PLATE; 10.0;pcs; 2240000.0;6 mm x 4' x 8';;129/PAB-SLS2/V/21;BUYER504_HO;Authorized
SLS210001489;7;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST161_SLS2;Site - Pabrik;;121120183;BESI UNP; 4.0;pcs; 625000.0;(100X50X7X6000)mm;;130/PAB-SLS2/V/21;BUYER504_HO;Authorized
SLS210001489;6;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST161_SLS2;Site - Pabrik;;121120040;BESI SIKU; 10.0;pcs; 300000.0;(50 x 50 x 6) mm x 6 m;;130/PAB-SLS2/V/21;BUYER504_HO;Authorized
SLS210001489;5;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST161_SLS2;Site - Pabrik;SCH80;171690152;PIPA ST.STEEL; 2.0;pcs; 2538000.0;"1½"" x 6 m";;130/PAB-SLS2/V/21;BUYER504_HO;Authorized
SLS210001489;2;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST161_SLS2;Site - Pabrik;;171690101;PIPA GALVANIS MEDIUM; 10.0;pcs; 122000.0;"TM 1"" x 6 m";;130/PAB-SLS2/V/21;BUYER504_HO;Authorized
SLS210001489;1;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST161_SLS2;Site - Pabrik;;171691119;PIPA GALVANIS; 20.0;pcs; 122000.0;"1/2"" x 6m";;130/PAB-SLS2/V/21;BUYER504_HO;Authorized
SAL210002419;8;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690468;SHOCK DRAT DALAM; 2.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002419;7;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690628;SHOCK DRAT LUAR PVC; 1.0;pcs; 10000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002419;6;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690149;PIPA PVC; 3.0;pcs; 35000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002419;5;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690257;TEE PVC; 2.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002419;4;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690028;ELBOW PVC; 3.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002419;9;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690382;LEM PVC; 1.0;can; 15000.0;;;;BUYER11_SAL1;Authorized
SAL210002419;3;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;172150264;STOP KRAN; 2.0;pcs; 15000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002419;2;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;172150701;KRAN AIR; 3.0;pcs; 15000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002419;1;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171450115;WATER FILTER; 1.0;pcs; 1000000.0;WF 2054;;;BUYER11_SAL1;Authorized
LTW210002149;1;1;2021/08/12 00:00:00.000;2021/07/28 00:00:00.000;ST163_LTW2;Site - Workshop Central;;121034327;"AIR IMPACT WRENCH 1/2"""; 2.0;pcs; 6540000.0;10092020;;69/VII/2021/INDRA;BUYER501_HO;Authorized
LTW210002149;4;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST163_LTW2;Site - Workshop Central;MESIN PLASMA CUTTING CUT 100 (CALDWELL 100 GC);400006155;MESIN PLASMA CUTTING; 3.0;unit; 19500000.0;;;69/VII/2021/INDRA;BUYER501_HO;Authorized
LTW210002149;3;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST163_LTW2;Site - Workshop Central;Capasitas 2 Ton Merk Krisbow panjang rantai 10 Mtr;400004204;HOISTING CRANE; 1.0;unit; 32000000.0;;;69/VII/2021/INDRA;BUYER501_HO;Authorized
LTW210002149;2;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST163_LTW2;Site - Workshop Central;COMPLETE CHAIN DRIVE;171500105;GEARED TROLEY; 3.0;pcs; 5650000.0;5.T;;69/VII/2021/INDRA;BUYER501_HO;Authorized
SAL210002304;6;1;2021/08/12 00:00:00.000;2021/07/29 00:00:00.000;ST166_SAL1;Site - Infrastructure;MATA BOR BAJA;174190134;MATA BOR; 2.0;pcs; 30000.0;(1 - 13) mm;;;BUYER11_SAL1;Authorized
SAL210002304;5;1;2021/08/12 00:00:00.000;2021/07/29 00:00:00.000;ST166_SAL1;Site - Infrastructure;;111070057;MATA GERINDA POTONG; 4.0;pcs; 10000.0;"4""";;;BUYER11_SAL1;Authorized
SAL210002304;4;1;2021/08/12 00:00:00.000;2021/07/29 00:00:00.000;ST166_SAL1;Site - Infrastructure;;111032087;PAKU; 4.0;kg; 20000.0;"3.5""";;;BUYER11_SAL1;Authorized
SAL210002304;7;1;2021/08/12 00:00:00.000;2021/08/02 00:00:00.000;ST166_SAL1;Site - Infrastructure;NO DROP ATAU SEJENISNYA;111031990;CAT ANTI KARAT; 4.0;l; 80000.0;SM 5500 HIGH GRADE P. OIL;;;BUYER11_SAL1;Authorized
SAL210002304;3;1;2021/08/12 00:00:00.000;2021/07/29 00:00:00.000;ST166_SAL1;Site - Infrastructure;;111030963;KAWAT LAS RB-26; 4.0;kg; 150000.0;3.2 mm;;;BUYER11_SAL1;Authorized
SAL210002304;2;1;2021/08/12 00:00:00.000;2021/07/29 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171084070;SKRUP BAJA RINGAN; 300.0;pcs; 2000.0;1'';;;BUYER11_SAL1;Authorized
SAL210002304;1;1;2021/08/12 00:00:00.000;2021/07/29 00:00:00.000;ST166_SAL1;Site - Infrastructure;;121120017;BESI SIKU; 1.0;pcs; 250000.0;(50 x 50) mm x 6 m;;;BUYER11_SAL1;Authorized
TPP210001348;1;2;2021/08/12 00:00:00.000;2021/05/20 00:00:00.000;ST163_TPP4;Site - Workshop Central;CRANE;700049111;SERTIFIKASI UJI RIKSA OBJEK K3; 2.0;unit; 2000000.0;;RIKSA UJI PAA CRANE;011/Expenses/TPP4-21;BUYER304_HO;Authorized
TPP210001348;1;1;2021/08/12 00:00:00.000;2021/05/20 00:00:00.000;ST163_TPP4;Site - Workshop Central;FORKLIP;700049111;SERTIFIKASI UJI RIKSA OBJEK K3; 1.0;unit; 2000000.0;;RIKSA UJI PAA FORKLIP;011/Expenses/TPP4-21;BUYER304_HO;Authorized
SJA210001012;1;1;2021/08/12 00:00:00.000;2021/08/02 00:00:00.000;ST166_SJA2;Site - Infrastructure;;700026160;JASA REHAB BANGUNAN; 1.0;unit; 10245000.0;;;;BUYER11_SJA2;Authorized
SJA210001012;1;7;2021/08/12 00:00:00.000;2021/08/02 00:00:00.000;ST166_SJA2;Site - Infrastructure;;700026160;JASA REHAB BANGUNAN; 1.0;unit; 3856000.0;;;;BUYER11_SJA2;Authorized
SJA210001012;1;6;2021/08/12 00:00:00.000;2021/08/02 00:00:00.000;ST166_SJA2;Site - Infrastructure;;700026160;JASA REHAB BANGUNAN; 1.0;unit; 13274000.0;;;;BUYER11_SJA2;Authorized
SJA210001012;1;5;2021/08/12 00:00:00.000;2021/08/02 00:00:00.000;ST166_SJA2;Site - Infrastructure;;700026160;JASA REHAB BANGUNAN; 1.0;unit; 14738000.0;;;;BUYER11_SJA2;Authorized
SJA210001012;1;4;2021/08/12 00:00:00.000;2021/08/02 00:00:00.000;ST166_SJA2;Site - Infrastructure;;700026160;JASA REHAB BANGUNAN; 1.0;unit; 14205000.0;;;;BUYER11_SJA2;Authorized
SJA210001012;1;3;2021/08/12 00:00:00.000;2021/08/02 00:00:00.000;ST166_SJA2;Site - Infrastructure;;700026160;JASA REHAB BANGUNAN; 1.0;unit; 10700000.0;;;;BUYER11_SJA2;Authorized
SJA210001012;1;2;2021/08/12 00:00:00.000;2021/08/02 00:00:00.000;ST166_SJA2;Site - Infrastructure;;700026160;JASA REHAB BANGUNAN; 1.0;unit; 1300000.0;;;;BUYER11_SJA2;Authorized
INP210001130;1;2;2021/08/12 00:00:00.000;2021/08/12 00:00:00.000;ST154_INP1;Site - Rawat TM;;700011135;PENABURAN TANDAN KOSONG TM; 372000.0;kg; 40.0;;;;BUYER11_INP1;Authorized
INP210001130;1;1;2021/08/12 00:00:00.000;2021/08/12 00:00:00.000;ST154_INP1;Site - Rawat TM;;700011135;PENABURAN TANDAN KOSONG TM; 450000.0;kg; 40.0;;;;BUYER11_INP1;Authorized
INP210001130;1;3;2021/08/12 00:00:00.000;2021/08/12 00:00:00.000;ST154_INP1;Site - Rawat TM;;700011135;PENABURAN TANDAN KOSONG TM; 354300.0;kg; 40.0;;;;BUYER11_INP1;Authorized
SPP210001462;1;6;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST161_SPP1;Site - Pabrik;;111030377;SOLAR; 5000.0;l; 10000.0;;;SPP-PAB/252/VIII/202;BUYER201_HO;Authorized
SPP210001462;1;5;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST161_SPP1;Site - Pabrik;;111030377;SOLAR; 5000.0;l; 10000.0;;;SPP-PAB/252/VIII/202;BUYER201_HO;Authorized
SPP210001462;1;4;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST161_SPP1;Site - Pabrik;;111030377;SOLAR; 5000.0;l; 10000.0;;;SPP-PAB/252/VIII/202;BUYER201_HO;Authorized
SPP210001462;1;3;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST161_SPP1;Site - Pabrik;;111030377;SOLAR; 5000.0;l; 10000.0;;;SPP-PAB/252/VIII/202;BUYER201_HO;Authorized
SPP210001462;1;2;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST161_SPP1;Site - Pabrik;;111030377;SOLAR; 5000.0;l; 10000.0;;;SPP-PAB/252/VIII/202;BUYER201_HO;Authorized
SPP210001462;1;1;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST161_SPP1;Site - Pabrik;;111030377;SOLAR; 5000.0;l; 10000.0;;;SPP-PAB/252/VIII/202;BUYER201_HO;Authorized
WKP210001274;3;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST163_WKP1;Site - Workshop Central;;111032504;PERTALITE; 5000.0;l; 13451.0;;;08/WKP/GDGS/VII/2021;BUYER203_HO;Authorized
WKP210001274;4;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST163_WKP1;Site - Workshop Central;;700048102;TRANSPORT MATERIAL(ADA PO INVENTORY; 5000.0;EA; 700.0;;;08/WKP/GDGS/VII/2021;BUYER203_HO;Authorized
LTT210001278;1;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX TEKNIK;700023129;JASA RM TEKNIK; 1.0;unit; 1873709.0;;;23002/IIV/21/07/30;BUYER11_LTT1;Authorized
LTT210001279;2;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX RAYON 1;172120394;SPIDER KIT; 2.0;pcs; 506364.0;04371-0K110;;23002/IIV/21/07/36;BUYER11_LTT1;Authorized
LTT210001279;1;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX RAYON 1;171163494;CABLE S/A, FUEL LID; 1.0;pcs; 2422727.0;77035-0K500;;23002/IIV/21/07/36;BUYER11_LTT1;Authorized
LTT210001280;1;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX RAYON 1;700023129;JASA RM TEKNIK; 1.0;unit; 552000.0;;;23002/IIV/21/07/37;BUYER11_LTT1;Authorized
LTT210001281;6;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX TEKNIK;171100225;PAD KIT DISC BRAKE; 1.0;set; 839091.0;04491-60060-001;;23002/IIV/21/07/31;BUYER11_LTT1;Authorized
LTT210001281;5;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX TEKNIK;172200003;WIPER; 2.0;set; 34091.0;;;23002/IIV/21/07/31;BUYER11_LTT1;Authorized
LTT210001281;4;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX TEKNIK;111030662;AIR ACCU; 2.0;btl; 9091.0;;;23002/IIV/21/07/31;BUYER11_LTT1;Authorized
LTT210001281;3;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX TEKNIK;111030560;TGMO SYNTHET CF4  4LT; 2.0;l; 361818.0;;;23002/IIV/21/07/31;BUYER11_LTT1;Authorized
LTT210001281;2;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX TEKNIK;171580195;BULB; 1.0;pcs; 32727.0;I8-94124-595-0 / 5 W 12 V;;23002/IIV/21/07/31;BUYER11_LTT1;Authorized
LTT210001281;1;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX TEKNIK;171451145;OIL FILTER; 1.0;pcs; 32727.0;90915-YZZZ02;;23002/IIV/21/07/31;BUYER11_LTT1;Authorized
LTT210001282;1;1;2021/08/12 00:00:00.000;2021/08/16 00:00:00.000;ST166_LTT1;Site - Infrastructure;U/ HILUX PABRIK;700023129;JASA RM TEKNIK; 1.0;unit; 1215000.0;;;23002/IIV/21/07/32;BUYER11_LTT1;Authorized
